ad_id,age,gender,interest1,interest2,interest3,impressions,clicks,spent,CTR,CPC,Conversion_Rate
1121121,30-34,M,20,22,25,323899.0,46,78.9200002,0.014201958017777148,1.7156521782608696,2.1739130434782608
1121541,40-44,M,32,33,37,56630.0,9,15.81000018,0.015892636411795866,1.7566666866666667,11.11111111111111
776473,30-34,M,16,22,22,23086.0,2,3.310000062,0.008663259118080222,1.655000031,50.0
777105,45-49,M,63,67,67,4333.0,1,0.180000007,0.02307869836141242,0.180000007,100.0
950537,40-44,M,36,41,40,1884.0,1,1.409999967,0.05307855626326964,1.409999967,0.0
951105,45-49,M,16,20,21,5894.0,1,1.539999962,0.0169664065151001,1.539999962,100.0
734433,35-39,M,29,35,31,12158.0,3,4.449999928,0.024675111037999672,1.4833333093333334,0.0
1121425,35-39,M,2,8,7,85970.0,14,24.78000021,0.016284750494358496,1.7700000150000001,7.142857142857142
782134,30-34,F,16,19,21,37873.0,5,6.169999957,0.013202017268238586,1.2339999914,20.0
780653,30-34,F,29,33,35,9076.0,1,1.379999995,0.011018069634200088,1.379999995,100.0
781162,40-44,F,10,11,13,5839.0,1,1.370000005,0.017126220243192325,1.370000005,0.0
781858,30-34,M,20,25,22,3385.0,1,1.440000057,0.029542097488921712,1.440000057,100.0
1121143,30-34,M,23,28,27,221695.0,31,52.26000011,0.013983175082884144,1.6858064551612904,6.451612903225806
1121128,30-34,M,21,26,22,286553.0,34,62.06000042,0.01186516979406951,1.82529413,2.941176470588235
950808,35-39,M,32,33,38,398.0,0,0.0,0.0,0.0,0.0
780974,40-44,F,32,38,36,8316.0,3,4.569999933,0.03607503607503607,1.523333311,33.33333333333333
780799,30-34,F,22,24,26,44699.0,13,17.30000037,0.029083424685115995,1.3307692592307692,0.0
1121319,35-39,M,20,26,26,256598.0,38,64.46999931,0.014809156735438311,1.6965789292105264,2.631578947368421
776538,30-34,F,15,16,19,8774.0,1,1.830000043,0.011397310234784592,1.830000043,0.0
778266,40-44,F,27,32,28,74542.0,19,34.1500001,0.025488986074964446,1.7973684263157894,0.0
1121333,35-39,M,22,25,25,88970.0,10,14.8300004,0.011239743733842868,1.4830000399999999,0.0
779631,35-39,F,16,19,18,9730.0,1,1.379999995,0.010277492291880781,1.379999995,0.0
747248,30-34,M,21,24,24,472.0,0,0.0,0.0,0.0,0.0
777382,40-44,M,24,26,27,3047.0,1,1.379999995,0.03281916639317361,1.379999995,0.0
1121413,35-39,M,64,67,69,65060.0,7,14.5200001,0.010759299108515216,2.0742857285714287,14.285714285714285
1121446,40-44,M,15,17,17,163181.0,26,40.02000093,0.015933227520360825,1.539230805,3.8461538461538463
1121430,35-39,M,7,10,9,28989.0,2,2.290000021,0.006899168650177653,1.1450000105,0.0
951941,30-34,F,28,33,34,2764.0,1,1.559999943,0.0361794500723589,1.559999943,100.0
708815,30-34,M,28,32,32,4259.0,1,1.25,0.023479690068091103,1.25,0.0
738423,40-44,F,18,20,24,21664.0,7,10.61999977,0.03231166912850812,1.5171428242857143,14.285714285714285
781811,35-39,F,16,17,22,10186.0,1,1.230000019,0.0098173964264677,1.230000019,100.0
950629,30-34,M,65,67,68,152.0,0,0.0,0.0,0.0,0.0
1121196,30-34,M,28,29,29,1392288.0,206,358.5500029,0.014795789376910524,1.740533994660194,3.3980582524271843
1121454,40-44,M,16,22,20,75589.0,6,10.66000009,0.00793766288745717,1.7766666816666667,16.666666666666664
778628,30-34,M,29,35,30,4608.0,0,0.0,0.0,0.0,0.0
1121493,40-44,M,24,28,30,137584.0,21,36.77999961,0.015263402721246657,1.7514285528571427,0.0
776430,30-34,M,10,14,16,3200.0,0,0.0,0.0,0.0,0.0
747435,35-39,M,28,29,30,1032.0,0,0.0,0.0,0.0,0.0
734314,30-34,M,36,38,38,962.0,0,0.0,0.0,0.0,0.0
1121202,30-34,M,29,32,34,581281.0,65,115.1200008,0.011182199314961266,1.7710769353846154,7.6923076923076925
781438,30-34,M,63,65,68,2086.0,0,0.0,0.0,0.0,0.0
1121421,35-39,M,2,8,6,233404.0,43,70.4100008,0.018422991893883568,1.6374418790697676,2.3255813953488373
735109,40-44,F,21,26,25,708.0,0,0.0,0.0,0.0,0.0
779995,30-34,F,20,24,25,1961.0,0,0.0,0.0,0.0,0.0
747212,30-34,M,10,16,14,7208.0,2,3.190000057,0.02774694783573807,1.5950000285,0.0
1121592,45-49,M,10,14,11,428812.0,66,116.8800001,0.015391360316409055,1.7709090924242425,3.0303030303030303
1121183,30-34,M,27,32,29,399392.0,53,93.07000041,0.013270170659402291,1.7560377435849057,0.0
1121400,35-39,M,36,38,41,53933.0,6,9.929999948,0.01112491424545269,1.6549999913333335,16.666666666666664
778756,35-39,F,63,65,65,5602.0,1,1.580000043,0.01785076758300607,1.580000043,0.0
951607,40-44,F,10,15,15,848.0,0,0.0,0.0,0.0,0.0
747223,30-34,M,16,18,18,8032.0,1,0.600000024,0.01245019920318725,0.600000024,0.0
950200,30-34,M,10,13,15,1217.0,0,0.0,0.0,0.0,0.0
777794,30-34,M,18,23,24,13473.0,3,2.619999945,0.0222667557336896,0.873333315,0.0
1121526,40-44,M,29,35,32,526209.0,85,126.9299996,0.016153277500004753,1.4932941129411765,2.3529411764705883
1121414,35-39,M,64,70,66,133316.0,21,36.17000055,0.015752047766209608,1.7223809785714284,0.0
780867,30-34,F,21,27,26,4706.0,1,1.220000029,0.021249468763280918,1.220000029,0.0
1121205,30-34,M,29,32,30,297452.0,30,52.01999986,0.010085660879738579,1.7339999953333334,3.3333333333333335
951282,35-39,F,16,22,17,5775.0,1,1.580000043,0.017316017316017316,1.580000043,100.0
1121377,35-39,M,29,34,30,59390.0,5,9.209999919,0.008418925745074928,1.8419999837999999,60.0
1121335,35-39,M,22,25,23,188596.0,27,44.14000034,0.014316316358777491,1.6348148274074075,0.0
736893,30-34,M,16,17,17,3587.0,0,0.0,0.0,0.0,0.0
777742,35-39,M,64,69,68,4726.0,1,1.830000043,0.021159542953872196,1.830000043,100.0
734794,30-34,F,16,19,17,4010.0,0,0.0,0.0,0.0,0.0
1121439,40-44,M,10,11,15,621591.0,91,163.36,0.014639851606603057,1.7951648351648353,1.098901098901099
1121405,35-39,M,63,66,69,20959.0,2,3.769999981,0.009542440001908488,1.8849999905,50.0
776793,45-49,M,21,23,26,1609.0,0,0.0,0.0,0.0,0.0
734925,35-39,F,10,11,12,5024.0,1,1.409999967,0.019904458598726117,1.409999967,100.0
777758,30-34,M,19,20,20,5209.0,1,0.959999979,0.01919754271453254,0.959999979,0.0
1121330,35-39,M,21,23,22,21743.0,2,3.400000095,0.009198362691440923,1.7000000475,0.0
780511,30-34,F,63,65,66,6175.0,1,1.370000005,0.016194331983805668,1.370000005,100.0
780830,45-49,F,16,17,17,16053.0,3,4.079999924,0.018688095683049896,1.3599999746666667,33.33333333333333
1121265,30-34,M,65,70,68,145398.0,23,36.24000025,0.015818649499993124,1.5756521847826088,0.0
776318,45-49,F,15,16,19,3569.0,0,0.0,0.0,0.0,0.0
1121316,35-39,M,19,23,23,447952.0,68,131.5799983,0.015180197878344109,1.934999975,1.4705882352941175
1121535,40-44,M,31,33,32,77794.0,14,19.11000001,0.017996246497159165,1.3650000007142857,7.142857142857142
777627,45-49,M,16,17,19,157534.0,33,56.19000077,0.020947858874909544,1.702727296060606,0.0
1121394,35-39,M,32,37,33,461356.0,64,121.0999982,0.013872150790279092,1.892187471875,4.6875
1121422,35-39,M,2,7,7,128843.0,24,37.5999999,0.018627321623991992,1.5666666625,0.0
1121410,35-39,M,64,68,70,24992.0,2,3.190000057,0.008002560819462228,1.5950000285,0.0
1121273,30-34,M,2,4,4,9370.0,0,0.0,0.0,0.0,0.0
782587,30-34,M,10,13,16,2499.0,0,0.0,0.0,0.0,0.0
711785,45-49,F,19,25,23,292.0,0,0.0,0.0,0.0,0.0
951285,35-39,F,16,20,20,9297.0,2,2.619999886,0.021512315800795954,1.309999943,50.0
710961,35-39,F,25,29,26,2508.0,1,1.220000029,0.03987240829346093,1.220000029,0.0
782219,30-34,M,26,27,32,977.0,0,0.0,0.0,0.0,0.0
1121474,40-44,M,20,26,26,75803.0,11,19.3599999,0.014511299025104547,1.7599999909090907,18.181818181818183
782816,40-44,F,10,13,11,12183.0,3,2.869999945,0.02462447672986949,0.9566666483333334,0.0
778112,35-39,M,29,33,35,11446.0,2,3.090000033,0.017473353136466887,1.5450000165,50.0
777198,30-34,M,64,70,69,12729.0,4,5.779999852,0.031424306701233404,1.444999963,0.0
1121554,40-44,M,63,64,66,51858.0,8,12.63000011,0.01542674225770373,1.57875001375,12.5
1121390,35-39,M,31,32,36,15513.0,1,1.289999962,0.00644620640752917,1.289999962,0.0
1121311,35-39,M,18,20,24,140749.0,19,30.4799999,0.01349920780964696,1.6042105210526316,5.263157894736842
734796,30-34,F,16,22,17,39337.0,7,10.03000009,0.017794951318097465,1.4328571557142857,14.285714285714285
734903,30-34,F,64,69,67,5323.0,1,1.289999962,0.0187863986473793,1.289999962,100.0
1121415,35-39,M,65,66,71,113501.0,26,38.44000077,0.022907287160465546,1.478461568076923,15.384615384615385
776699,30-34,M,10,16,16,8213.0,1,1.379999995,0.0121758188238159,1.379999995,100.0
1121108,30-34,M,16,20,18,984521.0,95,163.8999972,0.00964936248185666,1.7252631284210527,14.736842105263156
951033,30-34,F,10,13,13,5517.0,1,1.230000019,0.018125793003443903,1.230000019,0.0
1121132,30-34,M,21,23,27,114923.0,12,23.73000026,0.010441774057412354,1.9775000216666667,16.666666666666664
1121472,40-44,M,20,21,25,140596.0,23,40.77000022,0.016358929130273977,1.7726087052173913,0.0
1121097,30-34,M,15,18,18,30068.0,1,1.820000052,0.0033257948649727284,1.820000052,0.0
709059,30-34,M,20,26,23,14669.0,7,10.28000021,0.0477196809598473,1.4685714585714287,14.285714285714285
950068,30-34,M,10,12,13,4012.0,1,1.570000052,0.024925224327018942,1.570000052,0.0
781354,35-39,F,10,14,16,6424.0,1,0.529999971,0.015566625155666251,0.529999971,0.0
781508,30-34,F,63,68,64,5040.0,1,1.440000057,0.01984126984126984,1.440000057,0.0
779453,45-49,M,64,68,70,4397.0,1,0.949999988,0.02274277916761428,0.949999988,0.0
776579,30-34,F,10,13,14,26910.0,5,7.229999781,0.01858045336306206,1.4459999562,0.0
781114,40-44,F,18,24,22,4813.0,1,1.029999971,0.02077706212341575,1.029999971,0.0
748225,45-49,F,15,16,17,18602.0,5,8.860000134,0.026878830233308247,1.7720000268,0.0
1121284,30-34,M,66,68,70,175631.0,23,40.75999951,0.013095638013790276,1.7721738917391305,0.0
776697,30-34,M,10,14,13,4132.0,0,0.0,0.0,0.0,0.0
734243,30-34,M,21,23,24,739.0,0,0.0,0.0,0.0,0.0
1121528,40-44,M,29,33,31,172827.0,25,38.42000043,0.01446533238440753,1.5368000172,0.0
709023,30-34,M,7,8,8,735.0,0,0.0,0.0,0.0,0.0
778461,40-44,M,29,35,33,10090.0,2,2.650000095,0.019821605550049554,1.3250000475,50.0
780498,30-34,F,64,65,68,13621.0,3,4.090000033,0.02202481462447691,1.3633333443333333,0.0
747863,30-34,F,27,30,33,1955.0,0,0.0,0.0,0.0,0.0
1121291,35-39,M,10,16,14,52553.0,5,8.529999852,0.009514204707628489,1.7059999704,0.0
776644,30-34,M,15,21,20,20083.0,2,3.200000048,0.009958671513220135,1.600000024,50.0
1121096,30-34,M,10,11,16,750060.0,86,161.9099991,0.01146574940671413,1.8826744081395348,2.3255813953488373
1121355,35-39,M,26,29,27,99961.0,14,23.2099998,0.014005462130230791,1.6578571285714285,0.0
1121444,40-44,M,10,13,12,211767.0,35,60.89999914,0.01652759872879155,1.7399999754285713,2.857142857142857
777495,40-44,M,19,25,25,19581.0,7,10.42999983,0.0357489402992697,1.4899999757142857,0.0
709327,35-39,M,16,22,20,12193.0,2,3.059999943,0.01640285409661281,1.5299999715,50.0
1121352,35-39,M,25,30,29,368986.0,59,100.289999,0.01598976654940838,1.6998304915254236,0.0
777625,45-49,M,16,17,19,59433.0,12,19.65999949,0.020190803089192872,1.6383332908333335,0.0
734726,45-49,M,29,30,35,10466.0,3,4.090000033,0.02866424613032677,1.3633333443333333,0.0
1121133,30-34,M,22,25,23,25002.0,1,1.710000038,0.003999680025597952,1.710000038,0.0
782275,30-34,F,29,31,30,6475.0,1,1.350000024,0.015444015444015444,1.350000024,0.0
778148,35-39,M,28,32,30,3199.0,0,0.0,0.0,0.0,0.0
1121153,30-34,M,24,27,30,187856.0,23,38.38999975,0.012243420492291969,1.6691304239130436,4.3478260869565215
738598,45-49,F,18,23,24,12956.0,4,5.49000001,0.030873726458783574,1.3725000025,25.0
951837,45-49,F,20,23,23,2077.0,1,1.50999999,0.04814636494944632,1.50999999,100.0
777638,40-44,M,7,10,12,1781.0,0,0.0,0.0,0.0,0.0
738560,40-44,F,64,70,66,1338.0,0,0.0,0.0,0.0,0.0
1121124,30-34,M,20,26,24,128386.0,15,28.85000002,0.011683516894365429,1.9233333346666666,6.666666666666667
776831,45-49,M,16,18,20,107021.0,20,34.44000012,0.018687921062221433,1.722000006,0.0
708771,30-34,M,20,25,22,693.0,0,0.0,0.0,0.0,0.0
1121593,45-49,M,10,16,16,1177535.0,221,365.6600009,0.018768019634235925,1.6545701398190045,1.3574660633484164
1121184,30-34,M,27,31,29,283858.0,30,56.05999923,0.01056866461399714,1.8686666410000001,0.0
776685,40-44,M,16,22,17,7745.0,0,0.0,0.0,0.0,0.0
1121129,30-34,M,21,25,25,20618.0,1,2.099999905,0.004850130953535745,2.099999905,100.0
738413,40-44,F,16,17,19,147159.0,36,58.16000044,0.024463335575805763,1.6155555677777778,2.7777777777777777
778600,40-44,F,22,23,25,10750.0,4,5.389999866,0.037209302325581395,1.3474999665,0.0
950182,30-34,M,16,20,19,3242.0,0,0.0,0.0,0.0,0.0
748233,45-49,F,16,22,18,78627.0,19,26.53000045,0.0241647271293576,1.3963158131578948,0.0
1121585,40-44,M,66,72,68,9773.0,1,1.460000038,0.010232272587741738,1.460000038,0.0
1121561,40-44,M,64,69,70,63660.0,11,16.47000003,0.017279296261388626,1.4972727300000002,9.090909090909092
776615,45-49,M,63,66,68,11988.0,3,4.269999862,0.025025025025025023,1.4233332873333333,0.0
779622,30-34,F,15,18,17,8613.0,1,0.889999986,0.011610356437942644,0.889999986,0.0
737375,40-44,M,10,11,11,1415.0,0,0.0,0.0,0.0,0.0
779438,30-34,F,64,66,69,33144.0,9,13.40999985,0.02715423606082549,1.4899999833333333,0.0
738006,30-34,F,27,29,32,34740.0,7,13.41000009,0.020149683362118594,1.9157142985714286,14.285714285714285
709544,35-39,M,29,33,32,7440.0,2,2.980000019,0.026881720430107527,1.4900000095,50.0
737320,35-39,M,63,64,66,5676.0,2,3.00999999,0.035236081747709654,1.504999995,0.0
777905,30-34,M,31,36,36,3288.0,0,0.0,0.0,0.0,0.0
748089,40-44,F,16,18,21,38759.0,9,10.84999967,0.023220413323357156,1.205555518888889,0.0
777130,35-39,M,16,21,22,6260.0,0,0.0,0.0,0.0,0.0
734856,30-34,F,27,28,32,5453.0,1,1.389999986,0.018338529249954154,1.389999986,100.0
1121250,30-34,M,63,67,64,287976.0,31,59.43999982,0.010764785954385087,1.917419349032258,6.451612903225806
1121544,40-44,M,32,33,36,400844.0,85,140.9700022,0.02120525690792428,1.6584706141176473,2.3529411764705883
1121411,35-39,M,64,70,65,100351.0,15,24.17999995,0.014947534155115546,1.6119999966666667,6.666666666666667
1121282,30-34,M,7,11,10,185823.0,25,38.54999936,0.013453662894259592,1.5419999744000001,4.0
1121484,40-44,M,22,28,27,34453.0,5,7.710000038,0.014512524308478216,1.5420000076,20.0
951854,30-34,F,20,26,25,487.0,0,0.0,0.0,0.0,0.0
951294,35-39,F,15,16,17,699.0,0,0.0,0.0,0.0,0.0
709899,40-44,M,15,18,20,1398.0,0,0.0,0.0,0.0,0.0
951133,35-39,M,16,21,19,9948.0,2,2.720000029,0.02010454362685967,1.3600000145,0.0
734209,30-34,M,10,16,14,1772.0,0,0.0,0.0,0.0,0.0
1121453,40-44,M,16,18,17,455248.0,54,105.7099996,0.011861666608090534,1.9575925851851852,3.7037037037037033
734427,35-39,M,28,29,31,8259.0,3,3.980000019,0.03632401017072285,1.326666673,0.0
951444,30-34,F,25,28,26,2983.0,1,0.970000029,0.03352329869259135,0.970000029,0.0
